"Name","Concatenate(Platform)","Min*(Year)","First(Genre)","First(Publisher)","Sum(NA_Sales)","Sum(EU_Sales)","Sum(JP_Sales)","Sum(Other_Sales)","Sum(Global_Sales)","YearCount"
"The King of Fighters '98: Dream Match Never Ends","PSX",1999,"Fighting","SNK Playmore",0.05,0.03,0,0.01,0.08,22
"The King of Fighters '99","PSX",2000,"Fighting","SNK",0,0,0.11,0.01,0.11,21
"The King of Fighters 02/03","PS2, XB",2005,"Fighting","SNK",0.05,0.04,0,0.01,0.1,16
"The King of Fighters 2000","PS2",2002,"Fighting","Playmore",0,0,0.04,0,0.04,19
"The King of Fighters 2000/2001","PS2",2003,"Fighting","Ignition Entertainment",0.05,0.04,0,0.01,0.11,18
"The King of Fighters 2002: Unlimited Match","PS2",2009,"Fighting","SNK Playmore",0,0,0.04,0,0.04,12
"The King of Fighters 2006","PS2",2006,"Fighting","Ignition Entertainment",0.01,0.01,0.05,0,0.08,15
"The King of Fighters Collection: The Orochi Saga","PS2, Wii1, PSP",2006,"Fighting","Ignition Entertainment",0.28,0.08,0,0.04,0.39,15
"The King of Fighters Collection: The Orochi Saga (JP sales)","PS2",2006,"Fighting","Ignition Entertainment",0,0,0.02,0,0.02,15
"The King of Fighters EX2: Howling Blood","GBA",2002,"Fighting","Marvelous Interactive",0.06,0.02,0,0,0.08,19
"The King of Fighters Kyo","PSX",1998,"Fighting","SNK Playmore",0,0,0.04,0,0.04,23
"The King of Fighters NeoWave","XB",2006,"Fighting","SNK Playmore",0.02,0,0,0,0.02,15
"The King of Fighters Portable '94~'98: Chapter of Orochi","PSP",2010,"Fighting","SNK Playmore",0,0,0.03,0,0.03,11
"The King of Fighters XI","PS2",2006,"Fighting","Ignition Entertainment",0.07,0.06,0.04,0.02,0.19,15
"The King of Fighters XII","PS3, X360",2009,"Fighting","Ignition Entertainment",0.2,0.01,0.04,0.02,0.27,12
"The King of Fighters XIII","X360, PS3",2011,"Fighting","Rising Star Games",0.4,0.14,0.05,0.06,0.64,10
"The King of Fighters XIV","PS4",2016,"Fighting","Deep Silver",0.04,0.01,0.03,0.01,0.09,5
"The King of Fighters: Dream Match 1999","DC",1999,"Fighting","SNK",0,0,0.1,0,0.1,22
"The King of Fighters: Evolution","DC",2000,"Fighting","SNK",0,0,0.07,0,0.07,21
"The King of Route 66","PS2",2003,"Racing","Sega",0.03,0.02,0,0.01,0.06,18
"The Kore Gang","Wii1",2010,"Platform","Flashpoint Games",0.04,0,0,0,0.04,11
"The LEGO Movie Videogame","X360, PS3, 3DS, PS4, WiiU, XOne, PSV, PC",2014,"Action","Warner Bros. Interactive Entertainment",2.3,2.2800000000000002,0.11,0.65,5.329999999999999,7
"The Land Before Time: Big Water Adventure","PSX",2002,"Platform","TDK Mediactive",0.12,0.08,0,0.01,0.21,19
"The Land Before Time: Great Valley Racing Adventure","PSX",2001,"Racing","TDK Mediactive",0.05,0.04,0,0.01,0.1,20
"The Land Before Time: Into the Mysterious Beyond","GBA",2006,"Platform","Game Factory",0.01,0,0,0,0.01,15
"The Last Airbender","Wii1, NDS",2010,"Action","THQ",0.25,0.11000000000000001,0,0.03,0.39,11
"The Last Guy","PS3",2009,"Action","Sony Computer Entertainment",0,0,0.03,0,0.03,12
"The Last Remnant","X360, PC",2008,"Role-Playing","Square Enix",0.25,0.21000000000000002,0.18,0.06,0.7,13
"The Last Story","Wii1",2011,"Role-Playing","Nintendo",0.32,0.13,0.18,0.04,0.68,10
"The Last of Us","PS3, PS4",2013,"Action","Sony Computer Entertainment Europe",4.19,4.15,0.35000000000000003,1.83,10.54,8
"The Legend of Alon D'ar","PS2",2001,"Role-Playing","Ubisoft",0.04,0.03,0,0.01,0.08,20
"The Legend of Dragoon","PSX",1999,"Role-Playing","Sony Computer Entertainment",0.94,0.44,0.39,0.1,1.86,22
"The Legend of Heroes II: Prophecy of the Moonlight Witch","PSP",2004,"Role-Playing","Namco Bandai Games",0.03,0,0.11,0,0.14,17
"The Legend of Heroes III: Song of the Ocean","PSP",2006,"Role-Playing","Namco Bandai Games",0.03,0,0,0,0.03,15
"The Legend of Heroes VII: The Trail of Blue","PSP, PSV",2011,"Role-Playing","Falcom Corporation",0,0,0.26,0,0.26,10
"The Legend of Heroes VII: The Trail of Zero","PSP, PSV",2010,"Role-Playing","Falcom Corporation",0,0,0.23,0,0.23,11
"The Legend of Heroes: A Tear of Vermillion","PSP",2005,"Role-Playing","Namco Bandai Games",0.08,0,0,0.01,0.09,16
"The Legend of Heroes: Trails in the Sky First Chapter","PSP, PSV, PS3",2006,"Role-Playing","Ghostlight",0.1,0.03,0.17,0.03,0.32,15
"The Legend of Heroes: Trails in the Sky SC Evolution","PSV",2015,"Role-Playing","Kadokawa Games",0,0,0.03,0,0.03,6
"The Legend of Heroes: Trails in the Sky Second Chapter","PSP, PS3",2007,"Role-Playing","Falcom Corporation",0,0,0.08,0,0.08,14
"The Legend of Heroes: Trails in the Sky Third Chapter","PSP, PSV, PS3",2008,"Role-Playing","Falcom Corporation",0,0,0.1,0,0.1,13
"The Legend of Heroes: Trails of Cold Steel","PSV, PS3",2013,"Role-Playing","Nippon Ichi Software",0.13,0.09,0.26,0.06,0.53,8
"The Legend of Heroes: Trails of Cold Steel II","PSV, PS3",2014,"Role-Playing","Nippon Ichi Software",0.03,0,0.24,0.01,0.27,7
"The Legend of Kage 2","NDS",2008,"Action","Square Enix",0.07,0,0,0,0.08,13
"The Legend of Korra (3DS)","3DS",2014,"Strategy","Activision",0.02,0,0,0,0.03,7
"The Legend of Legacy","3DS",2015,"Role-Playing","FuRyu",0.11,0.02,0.1,0.01,0.25,6
"The Legend of Spyro: A New Beginning","NDS, GC",2006,"Platform","Vivendi Games",0.49,0.05,0,0.04,0.5700000000000001,15
"The Legend of Spyro: Dawn of the Dragon","Wii1, NDS, PS3, PS2, X360",2008,"Platform","Vivendi Games",1.08,0.66,0,0.48,2.2199999999999998,13
"The Legend of Spyro: The Eternal Night","PS2, NDS, Wii1",2007,"Platform","Vivendi Games",0.71,0.21,0,0.1,1.01,14
"The Legend of Zelda","Famicom",1986,"Action","Nintendo",3.74,0.93,1.69,0.14,6.51,35
"The Legend of Zelda: A Link Between Worlds","3DS",2013,"Action","Nintendo",1.4,0.99,0.46,0.22,3.07,8
"The Legend of Zelda: A Link to the Past","SNES, GBA",1991,"Action","Nintendo",4.17,1.4300000000000002,1.48,0.23,7.3100000000000005,30
"The Legend of Zelda: Four Swords Adventures","GC",2004,"Action","Nintendo",0.63,0.16,0,0.02,0.81,17
"The Legend of Zelda: Link's Awakening","GBoy",1992,"Action","Nintendo",2.21,0.96,0.54,0.13,3.83,29
"The Legend of Zelda: Link's Awakening DX","GBoy",1998,"Adventure","Nintendo",1,0.63,0.45,0.13,2.22,23
"The Legend of Zelda: Majora's Mask","N64",2000,"Action","Nintendo",1.9,0.67,0.73,0.06,3.36,21
"The Legend of Zelda: Majora's Mask 3D","3DS",2015,"Action","Nintendo",1.14,0.54,0.47,0.17,2.32,6
"The Legend of Zelda: Ocarina of Time","N64, 3DS",1998,"Action","Nintendo",6.129999999999999,3.16,2.07,0.45999999999999996,11.809999999999999,23
"The Legend of Zelda: Oracle of Ages","GBoy",2001,"Action","Nintendo",0.92,0.53,0.41,0.06,1.92,20
"The Legend of Zelda: Oracle of Seasons","GBoy",2001,"Adventure","Nintendo",0.87,0.52,0.41,0.06,1.86,20
"The Legend of Zelda: Phantom Hourglass","NDS",2007,"Action","Nintendo",1.9,1.83,0.95,0.49,5.17,14
"The Legend of Zelda: Skyward Sword","Wii1",2011,"Action","Nintendo",2.14,1.2,0.37,0.4,4.1,10
"The Legend of Zelda: Spirit Tracks","NDS",2009,"Action","Nintendo",1.43,0.94,0.74,0.27,3.38,12
"The Legend of Zelda: The Minish Cap","GBA",2004,"Action","Nintendo",0.89,0.22,0.22,0.1,1.42,17
"The Legend of Zelda: The Wind Waker","GC, WiiU",2002,"Action","Nintendo",3.5300000000000002,1.56,1.03,0.26,6.369999999999999,19
"The Legend of Zelda: Tri Force Heroes","3DS",2015,"Action","Nintendo",0.52,0.33,0.17,0.08,1.1,6
"The Legend of Zelda: Twilight Princess","Wii1, GC",2006,"Action","Nintendo",4.98,2.55,0.64,0.74,8.9,15
"The Legend of Zelda: Twilight Princess HD","WiiU",2016,"Action","Nintendo",0.48,0.3,0.08,0.08,0.94,5
"The Legend of the Mystical Ninja","SNES",1991,"Adventure","Konami Digital Entertainment",0,0,0.48,0,0.48,30
"The Legendary Starfy","NDS",2008,"Platform","Nintendo",0.61,0,0.2,0.05,0.86,13
"The Longest Journey","PC",1999,"Adventure","Empire Interactive",0,0.01,0,0,0.02,22
"The Lord of the Rings Online: Mines of Moria","PC",2008,"Role-Playing","Codemasters Online",0,0.02,0,0,0.02,13
"The Lord of the Rings: Aragorn's Quest","Wii1, PS3, NDS, PSP, PS2",2010,"Action","Warner Bros. Interactive Entertainment",0.47,0.15,0,0.08,0.71,11
"The Lord of the Rings: Conquest","PS3, X360, NDS, PC",2009,"Action","Electronic Arts",0.84,0.5,0,0.19,1.54,12
"The Lord of the Rings: The Battle for Middle-Earth","PC",2004,"Strategy","Electronic Arts",0.01,0.06,0,0.01,0.08,17
"The Lord of the Rings: The Battle for Middle-Earth II","X360, PC",2006,"Strategy","Electronic Arts",0.01,0.060000000000000005,0,0.01,0.08,15
"The Lord of the Rings: The Fellowship of the Ring","PS2, XB",2002,"Action","Black Label Games",0.8999999999999999,0.65,0,0.18,1.73,19
"The Lord of the Rings: The Return of the King","PS2, XB, GC, GBA",2003,"Action","Electronic Arts",3.14,1.9500000000000002,0.05,0.54,5.67,18
"The Lord of the Rings: The Third Age","PS2, GC, GBA",2004,"Role-Playing","Electronic Arts",0.87,0.14,0,0.09,1.0899999999999999,17
"The Lord of the Rings: The Two Towers","PS2, GBA, XB, GC",2002,"Action","Electronic Arts",3.33,2.4999999999999996,0.08,0.75,6.65,19
"The Lord of the Rings: War in the North","PC",2011,"Action","Warner Bros. Interactive Entertainment",0.04,0.11,0,0.03,0.18,10
"The Lost Chronicles of Zerzura","PC",2012,"Adventure","DTP Entertainment",0,0.05,0,0.01,0.06,9
"The Lost Vikings","GBA",2003,"Puzzle","Activision",0.04,0.01,0,0,0.05,18
"The Lost World: Jurassic Park","PSX",1997,"Action","Electronic Arts",0.57,0.39,0,0.07,1.02,24
"The Magic School Bus: Oceans","NDS",2011,"Adventure","Scholastic Inc.",0.21,0,0,0.01,0.23,10
"The Magical Quest starring Mickey Mouse","SNES",1992,"Platform","Capcom",0.66,0.17,0.35,0.03,1.21,29
"The Mark of Kri","PS2",2002,"Action","Sony Computer Entertainment",0.22,0.18,0,0.06,0.46,19
"The Matrix: Path of Neo","PS2, XB",2005,"Action","Atari",0.64,0.08,0,0.08,0.8,16
"The Misadventures of Tron Bonne","PSX",1999,"Adventure","Eidos Interactive",0.03,0.02,0,0,0.05,22
"The Monkey King: The Legend Begins","Wii1",2007,"Shooter","Starfish",0.04,0,0,0,0.04,14
"The Movies","PC",2005,"Simulation","Activision",0.01,0.03,0,0.01,0.04,16
"The Mummy","GBA",2002,"Action","Ubisoft",0.01,0,0,0,0.02,19
"The Mummy Returns","PS2",2001,"Action","Universal Interactive",0.25,0.19,0,0.06,0.5,20
"The Mummy: Tomb of the Dragon Emperor","PS2, Wii1, NDS",2008,"Action","Vivendi Games",0.28,0.1,0,0.05,0.42999999999999994,13
"The Munchables","Wii1",2009,"Action","Namco Bandai Games",0.17,0,0,0.01,0.19,12
"The Mysterious Case of Dr. Jekyll and Mr. Hyde","NDS",2010,"Adventure","O-Games",0.02,0.03,0,0.01,0.06,11
"The Mysterious Murasame Castle","Famicom",1986,"Action","Nintendo",0,0,0.57,0,0.57,35
"The Naked Brothers Band: The Video Game","Wii1, NDS, PS2",2008,"Misc","THQ",0.45,0.06,0,0.04,0.5800000000000001,13
"The New Tetris","N64",1999,"Puzzle","Nintendo",0.22,0.05,0.02,0,0.29,22
"The New York Times Crosswords","NDS",2007,"Puzzle","Majesco Entertainment",0.42,0,0,0.03,0.45,14
"The Next BIG Thing","PC",2011,"Adventure","Focus Home Interactive",0,0.05,0,0.01,0.06,10
"The Next Tetris","PSX",1998,"Puzzle","Atari",0.45,0.31,0,0.05,0.81,23
"The Night of the Rabbit","PC",2013,"Adventure","Daedalic Entertainment",0,0.03,0,0,0.04,8
"The Nightmare of Druaga: Fushigino Dungeon","PS2",2004,"Role-Playing","Arika",0.03,0.02,0,0.01,0.05,17
"The Operative: No One Lives Forever","PS2",2002,"Shooter","Electronic Arts",0.07,0.05,0,0.02,0.14,19
"The Orange Box","X360, PS3, PC",2007,"Shooter","Electronic Arts",1.37,1.24,0.02,0.42000000000000004,3.0500000000000003,14
"The Order: 1886","PS4",2015,"Shooter","Sony Computer Entertainment",0.61,0.78,0.06,0.27,1.72,6
"The Oregon Trail","Wii1, 3DS",2011,"Simulation","Crave Entertainment",0.27,0,0,0.02,0.28,10
"The Outfit","X360",2006,"Action","THQ",0.21,0.02,0,0.02,0.25,15
"The Peanuts Movie: Snoopy's Grand Adventure","3DS, PS4, X360",2015,"Action","Activision",0,0.07,0,0,0.09,6
"The Penguins of Madagascar","NDS",2010,"Action","THQ",0.13,0.12,0,0.02,0.27,11
"The Penguins of Madagascar: Dr. Blowhole Returns - Again!","NDS, X360, Wii1, PS3",2011,"Action","THQ",0.23,0.12,0,0.04,0.4099999999999999,10
"The Perfect Golf","PSX",1995,"Sports","Seta Corporation",0,0,0.03,0,0.03,26
"The Pinball of the Dead","GBA",2002,"Misc","Sega",0.05,0.02,0,0,0.06,19
"The Polar Express","PS2, GBA, GC",2004,"Adventure","THQ",0.33,0.16,0,0.03,0.53,17
"The Powerpuff Girls: Chemical X-Traction","PSX, N64",2001,"Action","BAM! Entertainment",0.27,0.13,0,0.02,0.41000000000000003,20
"The Powerpuff Girls: Him and Seek","GBA",2002,"Platform","BAM! Entertainment",0.31,0.11,0,0.01,0.43,19
"The Powerpuff Girls: Relish Rampage","PS2, GC",2002,"Action","BAM! Entertainment",0.27,0.18000000000000002,0,0.06,0.52,19
"The Price is Right","Wii1, NDS",2008,"Misc","Ubisoft",1.23,0,0,0.1,1.33,13
"The Price is Right 2010 Edition","Wii1, NDS",2009,"Misc","Ubisoft",0.33999999999999997,0,0,0.03,0.37,12
"The Price is Right: Decades","Wii1, X360",2011,"Misc","Ubisoft",0.22999999999999998,0,0,0.02,0.24,10
"The Princess and the Frog","NDS, Wii1",2009,"Platform","Disney Interactive Studios",0.7,0.30000000000000004,0,0.1,1.1099999999999999,12
"The Professor's Brain Trainer: Logic","NDS",2005,"Puzzle","505 Games",0.02,0,0,0,0.02,16
"The Punisher","PS2, XB",2005,"Action","THQ",0.47,0.26,0,0.08,0.81,16
"The Putter Golf","PSX",2001,"Sports","D3Publisher",0.04,0.03,0,0,0.07,20
"The Quest Trio","NDS",2008,"Puzzle","Avanquest",0.14,0.01,0,0.01,0.15,13
"The Raiden Project","PSX",1995,"Shooter","Ocean",0.06,0.04,0.12,0.01,0.23,26
"The Revenge of Shinobi","GBA",2002,"Platform","Atari",0.07,0.02,0,0,0.09,19
"The Ripping Friends","GBA",2002,"Action","THQ",0.03,0.01,0,0,0.04,19
"The Rise of the Argonauts","PS3, X360, PC",2008,"Role-Playing","Codemasters",0.08,0.25,0,0.04,0.37,13
"The Rub Rabbits!","NDS",2005,"Puzzle","Sega",0.03,0,0.04,0,0.07,16
"The Saboteur","X360, PS3, PC",2009,"Action","Electronic Arts",0.46,0.48,0,0.14,1.07,12
"The Scorpion King: Rise of the Akkadian","PS2, GC",2002,"Action","Universal Interactive",0.19,0.11,0,0.03,0.34,19
"The Scorpion King: Sword of Osiris","GBA",2002,"Action","Vivendi Games",0.13,0.05,0,0,0.19,19
"The Secret Saturdays: Beasts of the 5th Sun","PS2, Wii1, PSP, NDS",2009,"Action","D3Publisher",0.30000000000000004,0.02,0,0.10999999999999999,0.42,12
"The Secret World","PC",2012,"Role-Playing","Funcom",0.07,0.08,0,0.02,0.17,9
"The Settlers","NDS",2007,"Action","Ubisoft",0.1,0,0,0.01,0.11,14
"The Settlers 7: Paths to a Kingdom","PC",2010,"Strategy","Ubisoft",0,0.26,0,0.06,0.32,11
"The Settlers II 10th Anniversary","PC",2006,"Action","Ubisoft",0,0.02,0,0,0.03,15
"The Settlers IV","PC",2001,"Strategy","Blue Byte",0,0.02,0,0,0.02,20
"The Settlers: Rise of an Empire","PC",2007,"Strategy","Ubisoft",0.01,0.01,0,0,0.02,14
"The Seven Deadly Sins: Unjust Sin","3DS",2015,"Adventure","Namco Bandai Games",0,0,0.08,0,0.08,6
"The Shoot","PS3",2010,"Shooter","Sony Computer Entertainment",0.13,0.16,0.01,0.06,0.35,11
"The Simpsons Game","NDS, PS2, PSP, X360, Wii1, PS3",2007,"Action","Electronic Arts",2.53,2.6100000000000003,0,1.98,7.12,14
"The Simpsons Skateboarding","PS2",2002,"Sports","Electronic Arts",0.36,0.9,0,0.27,1.52,19
"The Simpsons: Hit & Run","PS2, XB, GC",2003,"Racing","Vivendi Games",3.1999999999999997,2.97,0,0.8900000000000001,7.040000000000001,18
"The Simpsons: Road Rage","PS2, GBA, XB, GC",2001,"Racing","Electronic Arts",3.85,1.8,0,0.46,6.09,20
"The Sims","PS2, GC, XB, PC",2000,"Simulation","Electronic Arts",2.0799999999999996,1.3800000000000001,0,0.27,3.7299999999999995,21
"The Sims 2","PSP, NDS, PS2, GBA, GC, PC, XB",2004,"Simulation","Electronic Arts",2.7299999999999995,1.12,0,0.5900000000000001,4.42,17
"The Sims 2: Apartment Life","PC",2008,"Simulation","Electronic Arts",0,0.07,0,0.02,0.09,13
"The Sims 2: Apartment Pets","NDS",2008,"Simulation","Electronic Arts",0.32,0.31,0,0.07,0.7,13
"The Sims 2: Bon Voyage","PC",2007,"Simulation","Electronic Arts",0.01,0.01,0,0,0.03,14
"The Sims 2: Castaway","Wii1, PSP, NDS, PS2",2007,"Simulation","Electronic Arts",1.4600000000000002,1.1600000000000001,0,0.5,3.1300000000000003,14
"The Sims 2: Family Fun Stuff","PC",2006,"Simulation","Electronic Arts",0,0.01,0,0,0.02,15
"The Sims 2: Glamour Life Stuff","PC",2006,"Simulation","Electronic Arts",0,0.03,0,0.01,0.03,15
"The Sims 2: Happy Holiday Stuff","PC",2006,"Simulation","Electronic Arts",0.01,0.01,0,0,0.02,15
"The Sims 2: Ikea Home Stuff","PC",2008,"Simulation","Electronic Arts",0,0.07,0,0.02,0.08,13
"The Sims 2: Nightlife","PC",2005,"Simulation","Electronic Arts",1.22,0.05,0,0,1.27,16
"The Sims 2: Open for Business","PC",2006,"Simulation","Electronic Arts",0.46,0.05,0,0,0.52,15
"The Sims 2: Pets","NDS, PSP, Wii1, PS2, GC, PC",2006,"Simulation","Electronic Arts",1.77,1.4400000000000002,0,0.77,3.9799999999999995,15
"The Sims 2: Seasons","PC",2007,"Simulation","Electronic Arts",0.01,0.04,0,0.01,0.07,14
"The Sims 2: University","PC",2005,"Simulation","Electronic Arts",0.01,0.04,0,0.01,0.06,16
"The Sims 3","PC, X360, PS3, Wii1, 3DS, NDS",2009,"Simulation","Electronic Arts",4.279999999999999,9.6,0.05,1.53,15.45,12
"The Sims 3: Ambitions","PC",2010,"Simulation","Electronic Arts",0,0.29,0,0.18,0.47,11
"The Sims 3: Barnacle Bay","PC",2011,"Simulation","Electronic Arts",0.07,0,0,0.01,0.07,10
"The Sims 3: Fast Lane Stuff","PC",2010,"Simulation","Electronic Arts",0.01,0.05,0,0.02,0.08,11
"The Sims 3: Generations","PC",2011,"Simulation","Electronic Arts",0.4,0.23,0,0,0.63,10
"The Sims 3: High-End Loft Stuff","PC",2010,"Simulation","Electronic Arts",0.01,0.53,0,0.12,0.67,11
"The Sims 3: Late Night Expansion Pack","PC",2010,"Simulation","Electronic Arts",0.59,0.87,0,0.25,1.71,11
"The Sims 3: Outdoor Living Stuff","PC",2011,"Simulation","Electronic Arts",0,0.38,0,0.09,0.47,10
"The Sims 3: Seasons","PC",2012,"Simulation","Electronic Arts",0,0.13,0,0.03,0.17,9
"The Sims 3: Town Life Stuff","PC",2011,"Simulation","Electronic Arts",0.11,0.17,0,0.05,0.34,10
"The Sims 3: World Adventures","PC",2009,"Simulation","Electronic Arts",0.02,0.18,0,0.39,0.58,12
"The Sims 4","PC",2014,"Simulation","Electronic Arts",0.96,1.72,0,0.29,2.97,7
"The Sims 4: Get Together","PC",2015,"Simulation","Electronic Arts",0.05,0.13,0,0.01,0.19,6
"The Sims 4: Luxury Party Stuff","PC",2015,"Simulation","Electronic Arts",0,0.01,0,0,0.02,6
"The Sims 4: Spa Day","PC",2015,"Simulation","Electronic Arts",0,0.04,0,0,0.04,6
"The Sims Deluxe","PC",2002,"Simulation","Electronic Arts",0.01,0.02,0,0.01,0.04,19
"The Sims Medieval: Pirates and Nobles","PC",2011,"Simulation","Electronic Arts",0.05,0.08,0,0.02,0.15,10
"The Sims: Bustin' Out","PS2, GBA, GC, XB",2003,"Simulation","Electronic Arts",2.83,1.88,0,0.29000000000000004,4.98,18
"The Sims: Complete Collection","PC",2005,"Simulation","Electronic Arts",0.01,0.01,0,0,0.02,16
"The Sims: Hot Date","PC",2001,"Simulation","Electronic Arts",1.81,0,0,0,1.82,20
"The Sims: House Party","PC",2001,"Simulation","Electronic Arts",1.23,0.83,0,0.1,2.16,20
"The Sims: Livin Large","PC",2000,"Misc","Electronic Arts",1.67,1.18,0,0.13,2.99,21
"The Sims: Makin' Magic","PC",2003,"Simulation","Electronic Arts",1.03,0.8,0,0.09,1.92,18
"The Sims: Medieval","PC",2011,"Simulation","Electronic Arts",0.27,0.32,0,0.1,0.69,10
"The Sims: Superstar","PC",2003,"Simulation","Electronic Arts",1.67,0,0,0,1.68,18
"The Sims: Unleashed","PC",2002,"Simulation","Electronic Arts",2.03,1.56,0,0.17,3.76,19
"The Sims: Vacation","PC",2002,"Simulation","Electronic Arts",1.72,1.21,0,0.14,3.07,19
"The Sky Crawlers: Innocent Aces","Wii1",2008,"Simulation","Namco Bandai Games",0.09,0.02,0.01,0.01,0.13,13
"The Sly Collection","PS3",2010,"Platform","Sony Computer Entertainment",0.52,0.09,0.01,0.07,0.69,11
"The Smurfs","NDS, PSX",1998,"Action","Ubisoft",0.26,0.16,0,0.04,0.47,23
"The Smurfs 2","NDS, X360, PS3, Wii1, WiiU",2013,"Platform","Ubisoft",0.09,0.49999999999999994,0,0.07,0.6599999999999999,8
"The Smurfs: Dance Party","Wii1",2011,"Misc","Ubisoft",0.22,0.04,0,0.02,0.29,10
"The Space Bar","SAT",1996,"Adventure","Sega",0,0,0.08,0,0.08,25
"The Spiderwick Chronicles","Wii1, X360, NDS",2008,"Action","Vivendi Games",0.34,0.02,0,0.03,0.38,13
"The SpongeBob SquarePants Movie","PS2, GBA, GC, XB",2004,"Platform","THQ",3.21,1.23,0,0.27,4.7,17
"The Story of Noah's Ark","NDS",2010,"Action","SouthPeak Games",0.1,0,0,0.01,0.1,11
"The Stronghold Collection","PC",2009,"Strategy","Take-Two Interactive",0.03,0.08,0,0.02,0.13,12
"The Suffering","PS2, XB",2004,"Action","Midway Games",0.36,0.21000000000000002,0,0.060000000000000005,0.64,17
"The Suffering: Ties That Bind","PS2, XB",2005,"Action","Midway Games",0.16,0.09000000000000001,0,0.02,0.26,16
"The Suite Life of Zack & Cody: Circle of Spies","NDS",2007,"Action","Disney Interactive Studios",0.17,0.09,0,0.03,0.3,14
"The Suite Life of Zack & Cody: Tipton Trouble","NDS",2006,"Action","Disney Interactive Studios",0.23,0,0,0.02,0.25,15
"The Sum of All Fears","GBA, GC",2002,"Shooter","Ubisoft",0.06,0.02,0,0,0.07,19
"The Tale of Despereaux","PS2, NDS, Wii1",2008,"Platform","Brash Entertainment",0.27,0.13,0,0.04,0.45999999999999996,13
"The Talos Principle","PS4",2015,"Puzzle","Devolver Digital",0,0.02,0,0,0.02,6
"The Technomancer","PS4, XOne, PC",2016,"Role-Playing","Focus Home Interactive",0.02,0.05,0,0.01,0.08,5
"The Terminator: Dawn of Fate","PS2, XB",2002,"Action","Atari",0.31,0.19,0,0.060000000000000005,0.5599999999999999,19
"The Testament of Sherlock Holmes","PS3, PC, X360",2012,"Adventure","Focus Home Interactive",0.05,0.22999999999999998,0,0.06999999999999999,0.35000000000000003,9
"The Thing","PS2, XB",2002,"Adventure","Vivendi Games",0.37,0.21000000000000002,0,0.06999999999999999,0.64,19
"The Tomb Raider Trilogy","PS3",2011,"Action","Square Enix",0.27,0.5,0,0.17,0.94,10
"The Train Giant","PC",2012,"Strategy","Ascaron Entertainment",0,0.01,0,0,0.01,9
"The Treasures of Montezuma","NDS",2010,"Puzzle","Foreign Media Games",0.02,0.02,0,0,0.04,11
"The Typing of the Dead","DC",2000,"Shooter","Sega",0,0,0.05,0,0.05,21
