"Name","Concatenate(Platform)","Min*(Year)","First(Genre)","First(Publisher)","Sum(NA_Sales)","Sum(EU_Sales)","Sum(JP_Sales)","Sum(Other_Sales)","Sum(Global_Sales)"
"The Cheetah Girls: Pop Star Sensations","NDS",2007,"Misc","Disney Interactive Studios",0.1,0,0,0.01,0.11
"The Chronicles of Narnia: Prince Caspian","PS2, Wii1, NDS, X360, PS3",2008,"Action","Disney Interactive Studios",1,0.21,0,0.13,1.3199999999999998
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","PS2, XB, NDS",2005,"Action","Disney Interactive Studios",0.66,0.07,0,0.07999999999999999,0.81
"The Chronicles of Riddick: Assault on Dark Athena","X360, PS3, PC",2009,"Shooter","Atari",0.28,0.21000000000000002,0,0.07,0.55
"The Clique: Diss and Make Up","NDS",2009,"Adventure","Warner Bros. Interactive Entertainment",0.11,0,0,0.01,0.12
"The Club","X360, PS3",2008,"Shooter","Sega",0.29000000000000004,0.17,0,0.05,0.5
"The Con","PSP",2005,"Fighting","Sony Computer Entertainment",0.18,0,0,0.02,0.2
"The Conduit","Wii1",2009,"Shooter","Sega",0.29,0.23,0,0.06,0.58
"The Conveni 4","PS2",2006,"Simulation","Hamster Corporation",0,0,0.02,0,0.02
"The Conveni: Ano Machi wo Dokusen Seyo","PSX",1997,"Simulation","Human Entertainment",0,0,0.3,0.02,0.32
"The Crew","PS4, XOne, X360, PC",2014,"Racing","Ubisoft",0.6400000000000001,1.75,0.03,0.34,2.75
"The Crew: Wild Run","PS4, PC, XOne",2015,"Action","Ubisoft",0,0.12000000000000001,0,0.01,0.13
"The Croods: Prehistoric Party!","Wii1, NDS, 3DS, WiiU",2013,"Misc","D3Publisher",0.07999999999999999,0.14,0,0.02,0.26
"The Crow: City of Angels","PSX",1997,"Action","Acclaim Entertainment",0.01,0.01,0,0,0.02
"The Cube","Wii1",2012,"Action","Funbox Media",0,0.04,0,0,0.04
"The Cursed Crusade","PS3, X360, PC",2011,"Action","DTP Entertainment",0.15000000000000002,0.15000000000000002,0.01,0.05,0.36
"The Da Vinci Code","PS2, XB",2006,"Action","Take-Two Interactive",0.1,0.060000000000000005,0,0.02,0.18000000000000002
"The Dark Spire","NDS",2008,"Role-Playing","Success",0.04,0,0,0,0.05
"The Darkness","PS3, X360",2007,"Shooter","Take-Two Interactive",0.56,0.38,0.01,0.17,1.11
"The Darkness II","X360, PS3, PC",2012,"Shooter","Take-Two Interactive",0.48,0.29000000000000004,0,0.09,0.86
"The Destiny of Zorro","Wii1",2009,"Action","505 Games",0.1,0,0,0.01,0.1
"The Dog Island","Wii1, PS2",2007,"Adventure","Ubisoft",0.48,0.11,0,0.06,0.66
"The Dukes of Hazzard: Racing for Home","PSX",1999,"Racing","Ubisoft",0.99,0.16,0,0.04,1.19
"The Dukes of Hazzard: Return of the General Lee","PS2, XB",2004,"Racing","Ubisoft",0.16999999999999998,0.1,0,0.03,0.29
"The Elder Scrolls III: Morrowind","XB",2002,"Role-Playing","Ubisoft",2.09,0.63,0.03,0.11,2.86
"The Elder Scrolls IV: Oblivion","X360, PS3, PC",2006,"Role-Playing","Take-Two Interactive",4.52,2.12,0.27,0.8700000000000001,7.77
"The Elder Scrolls Online","PS4, XOne, PC",2014,"Role-Playing","Bethesda Softworks",1.7500000000000002,1.6400000000000001,0,0.49,3.89
"The Elder Scrolls V: Skyrim","X360, PS3, PC",2011,"Role-Playing","Bethesda Softworks",8.73,7.66,0.35,2.54,19.279999999999998
"The Evil Within","PS4, PS3, XOne, X360, PC",2014,"Action","Bethesda Softworks",1.5000000000000002,1.8399999999999999,0.24,0.56,4.15
"The Eye of Judgment","PS3",2007,"Misc","Sony Computer Entertainment",0.28,0,0.02,0.03,0.34
"The Eye of Judgment: Legends","PSP",2010,"Strategy","Sony Computer Entertainment",0,0,0.01,0,0.01
"The Fairly Odd Parents: Breakin Da Rules","PS2, XB",2003,"Platform","THQ",0.41000000000000003,0.27,0,0.09,0.78
"The Fairly Odd Parents: Breakin' Da Rules","GBA",2003,"Platform","THQ",0.39,0.14,0,0.01,0.54
"The Fairly Odd Parents: Clash with the Anti-World","GBA",2005,"Adventure","THQ",0.11,0.04,0,0,0.15
"The Fairly Odd Parents: Enter the Cleft","GBA",2002,"Platform","THQ",0.14,0.05,0,0,0.2
"The Fairly Odd Parents: Game Boy Advance Video Volume 1","GBA",2004,"Misc","N/A",0.31,0.11,0,0.01,0.43
"The Fairly Odd Parents: Game Boy Advance Video Volume 2","GBA",2004,"Misc","N/A",0.3,0.11,0,0.01,0.42
"The Fairly Odd Parents: Shadow Showdown","PS2, GBA, GC",2004,"Platform","THQ",0.5800000000000001,0.26,0,0.060000000000000005,0.8899999999999999
"The Fairly OddParents: Breakin' Da Rules","GC",2003,"Platform","THQ",0.16,0.04,0,0.01,0.21
"The Fast and the Furious","PS2, PSP",2006,"Racing","Namco Bandai Games",0.05,0.02,0,0.01,0.08
"The Fifth Element","PSX",1998,"Action","Sony Computer Entertainment",0.08,0.05,0,0.01,0.14
"The Fight: Lights Out","PS3",2010,"Fighting","Sony Computer Entertainment",0.29,0.22,0,0.09,0.6
"The Final Fantasy Legend","GBoy",1989,"Role-Playing","SquareSoft",0,0,1.1,0,1.1
"The Final Round","PSX",1996,"Sports","Konami Digital Entertainment",0.04,0.03,0,0,0.07
"The First Templar","X360, PC",2011,"Action","Kalypso Media",0.12,0.05,0,0.02,0.19
"The Flintstones: Bedrock Bowling","PSX",2000,"Sports","Ubisoft",0.07,0.05,0,0.01,0.13
"The Flintstones: Big Trouble in Bedrock","GBA",2001,"Platform","Swing! Entertainment",0.02,0.01,0,0,0.03
"The Game of Life / Yahtzee / Payday","GBA",2005,"Misc","Zoo Digital Publishing",0.13,0.05,0,0,0.18
"The Getaway","PS2",2002,"Action","Sony Computer Entertainment",1.23,1.77,0.05,0.49,3.54
"The Getaway: Black Monday","PS2",2004,"Action","Sony Computer Entertainment",0.39,1.01,0.02,0.36,1.78
"The God of War Trilogy","PS3",2010,"Action","Sony Computer Entertainment",0,0.07,0.03,0.02,0.12
"The Godfather","PS2",2006,"Action","Electronic Arts",0.89,0.03,0.01,0.15,1.09
"The Godfather (JP sales)","PS2, X360",2006,"Action","Electronic Arts",0.39,0.02,0.01,0.06,0.48
"The Godfather (US & Others sales)","X360",2006,"Action","Electronic Arts",0.2,0.02,0,0.02,0.24
"The Godfather (US sales)","XB",2006,"Action","Electronic Arts",0.33,0.1,0,0.02,0.44
"The Godfather (old US sales)","XB",2006,"Action","Electronic Arts",0.42,0.11,0,0.02,0.55
"The Godfather II","X360, PS3",2009,"Action","Electronic Arts",0.8799999999999999,0.45999999999999996,0.02,0.19,1.54
"The Godfather: Blackhand Edition","Wii1",2007,"Adventure","Electronic Arts",0.14,0,0,0.01,0.16
"The Godfather: Dons Edition","PS3",2007,"Action","Electronic Arts",0.25,0.02,0,0.03,0.29
"The Godfather: Mob Wars","PSP",2006,"Action","Electronic Arts",0.09,0.01,0,0.01,0.11
"The Golden Compass","NDS, PS2, X360, PS3",2007,"Action","Sega",0.85,0.47,0,0.54,1.87
"The Granstream Saga","PSX",1997,"Role-Playing","Sony Computer Entertainment",0.08,0.05,0,0.01,0.14
"The Great Battle Gaiden 2: Matsuri da Wasshoi","SNES",1994,"Action","Banpresto",0,0,0.03,0,0.03
"The Great Escape","PS2, XB",2003,"Action","SCi",0.15000000000000002,0.08,0,0.02,0.26
"The Great Mystery Hidden Object Package 5","PC",2015,"Adventure","Rondomedia",0,0.03,0,0,0.03
"The Grim Adventures of Billy & Mandy","GC, Wii1",2006,"Action","Midway Games",0.17,0.03,0,0,0.22000000000000003
"The Grinch","PSX",1999,"Adventure","Konami Digital Entertainment",0.29,0.2,0,0.03,0.52
"The Guided Fate Paradox","PS3",2013,"Role-Playing","Nippon Ichi Software",0,0,0.06,0,0.07
"The Gunstringer","X360",2011,"Shooter","Microsoft Game Studios",0.26,0.11,0,0.04,0.41
"The Guy Game","PS2, XB",2004,"Misc","Gathering of Developers",0.12000000000000001,0.07,0,0.02,0.2
"The Hardy Boys: The Hidden Theft","Wii1",2009,"Adventure","The Adventure Company",0.07,0.03,0,0.01,0.11
"The Hardy Boys: Treasure on the Tracks","NDS",2009,"Adventure","Sega",0.11,0,0,0.01,0.11
"The Haunted: Hell's Reach","PC",2011,"Shooter","Visco",0.02,0,0,0,0.02
"The Heavy Rain and Beyond: Two Souls Collection","PS4",2016,"Action","Sony Computer Entertainment",0,0.16,0,0.03,0.19
"The History Channel: Battle for the Pacific","Wii1, PS3, X360",2007,"Shooter","Activision",0.22000000000000003,0,0,0.02,0.24
"The History Channel: Civil War - A Nation Divided","X360",2006,"Shooter","Activision",0.13,0,0,0.01,0.14
"The History Channel: Civil War - Secret Missions","PS3",2008,"Shooter","Activision",0.09,0,0,0.01,0.1
"The History Channel: Great Battles - Medieval","X360",2010,"Strategy","Slitherine Software",0.08,0.04,0,0.01,0.13
"The Hobbit","PS2, XB, GBA, GC",2003,"Platform","Vivendi Games",0.7100000000000001,0.32999999999999996,0,0.08,1.14
"The House of The Dead III","XB",2002,"Shooter","Sega",0.29,0.08,0,0.01,0.39
"The House of the Dead","SAT",1997,"Shooter","Sega",0,0,0.13,0,0.13
"The House of the Dead 2","DC",1998,"Shooter","Sega",0,0,0.26,0,0.26
"The House of the Dead 2 & 3 Return","Wii1",2008,"Shooter","Sega",0.78,0.5,0.03,0.15,1.47
"The House of the Dead: Overkill","Wii1",2009,"Shooter","Sega",0.46,0.31,0.02,0.09,0.87
"The House of the Dead: Overkill - Extended Cut","PS3",2011,"Shooter","Sega",0.15,0.17,0,0.06,0.38
"The Humans: Meet the Ancestors!","NDS",2009,"Puzzle","Deep Silver",0.01,0,0,0,0.01
"The Hustle: Detroit Streets","PSP, PS2, XB",2005,"Sports","Deep Silver",0.1,0.02,0,0.02,0.13999999999999999
"The ICO & Shadow of the Colossus Collection","PS3",2011,"Adventure","Sony Computer Entertainment",0.67,0.37,0.13,0.17,1.35
"The IdolM@ster: Gravure For You! Vol. 6","PS3",2012,"Action","Namco Bandai Games",0,0,0.03,0,0.03
"The IdolM@ster: One for All","PS3",2014,"Misc","Namco Bandai Games",0,0,0.13,0,0.13
"The Idolm@ster","X360",2007,"Simulation","Namco Bandai Games",0,0,0.08,0,0.08
"The Idolm@ster 2","PS3",2011,"Misc","Namco Bandai Games",0,0,0.16,0,0.16
"The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon","PSP",2009,"Adventure","Namco Bandai Games",0,0,0.23,0,0.23
"The Idolm@ster: Dearly Stars","NDS",2009,"Adventure","Namco Bandai Games",0,0,0.05,0,0.05
"The Idolm@ster: Live for You!","X360",2008,"Misc","Namco Bandai Games",0,0,0.07,0,0.07
"The Idolm@ster: Must Songs - Red Board / Blue Board","PSV",2015,"Misc","Namco Bandai Games",0,0,0.04,0,0.04
"The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune","PSP",2012,"Action","Namco Bandai Games",0,0,0.17,0,0.17
"The Idolmaster 2","X360",2011,"Simulation","Namco Bandai Games",0,0,0.05,0,0.05
"The Idolmaster: Gravure For You! Vol. 2","PS3",2011,"Misc","Namco Bandai Games",0,0,0.05,0,0.05
"The Idolmaster: Gravure For You! Vol. 3","PS3",2011,"Misc","Namco Bandai Games",0,0,0.08,0,0.08
"The Idolmaster: Gravure For You! Vol. 4","PS3",2012,"Misc","Namco Bandai Games",0,0,0.03,0,0.03
"The Idolmaster: Gravure For You! Vol. 5","PS3",2012,"Misc","Namco Bandai Games",0,0,0.03,0,0.03
"The Idolmaster: Gravure For You! Vol.7","PS3",2012,"Action","Namco Bandai Games",0,0,0.02,0,0.02
"The Idolmaster: Gravure For You! Vol.8","PS3",2012,"Action","Namco Bandai Games",0,0,0.02,0,0.02
"The Idolmaster: Gravure For You! Vol.9","PS3",2012,"Action","Namco Bandai Games",0,0,0.02,0,0.02
"The Idolmaster: Platinum Stars","PS4",2016,"Simulation","Namco Bandai Games",0,0,0.09,0,0.09
"The Incredible Hulk","GBA, PS2, Wii1, PS3, X360, NDS",2003,"Action","Universal Interactive",1.66,0.23,0,0.15,2.0300000000000002
"The Incredible Hulk: The Pantheon Saga","PSX",1996,"Action","Eidos Interactive",0.09,0.06,0,0.01,0.16
"The Incredible Hulk: Ultimate Destruction","PS2, XB, GC",2005,"Action","Vivendi Games",0.54,0.28,0,0.08,0.92
"The Incredibles","PS2, GBA, GC",2004,"Action","THQ",2.76,2.02,0.08,0.42000000000000004,5.27
"The Incredibles: Rise of the Underminer","GBA, PS2, GC, NDS, XB, PC",2005,"Action","THQ",0.79,0.31000000000000005,0,0.07,1.1800000000000002
"The Inner World","PC",2013,"Adventure","Headup Games",0,0.03,0,0,0.03
"The Invincible Iron Man","GBA",2002,"Action","Activision",0.03,0.01,0,0,0.04
"The Island of Dr. Frankenstein","Wii1",2009,"Adventure","Storm City Games",0.03,0,0,0,0.03
"The Italian Job","PS2, XB, GC",2003,"Racing","Eidos Interactive",0.19999999999999998,0.12,0,0.03,0.33999999999999997
"The Jak and Daxter Collection","PS3",2012,"Platform","Sony Computer Entertainment",0.6,0.19,0,0.1,0.89
"The King of Fighters '94","NG",1994,"Fighting","SNK",0,0,0.12,0,0.12
"The King of Fighters '94 (CD)","NG",1993,"Fighting","SNK",0,0,0.14,0,0.14
"The King of Fighters '95","SAT, NG, PSX",1995,"Fighting","SNK Playmore",0,0,0.64,0.01,0.65
"The King of Fighters '95 (CD)","NG",1994,"Fighting","SNK",0,0,0.23,0,0.23
"The King of Fighters '96","SAT, PSX, NG",1996,"Fighting","SNK",0,0,0.34,0.01,0.35
"The King of Fighters '97","PSX, SAT",1998,"Fighting","SNK",0,0,0.33,0.01,0.34
"The King of Fighters '98 Ultimate Match","PS2",2008,"Fighting","Ignition Entertainment",0.04,0.03,0.03,0.01,0.12
"The King of Fighters '98: Dream Match Never Ends","PSX",1999,"Fighting","SNK Playmore",0.05,0.03,0,0.01,0.08
"The King of Fighters '99","PSX",2000,"Fighting","SNK",0,0,0.11,0.01,0.11
"The King of Fighters 02/03","PS2, XB",2005,"Fighting","SNK",0.05,0.04,0,0.01,0.1
"The King of Fighters 2000","PS2",2002,"Fighting","Playmore",0,0,0.04,0,0.04
"The King of Fighters 2000/2001","PS2",2003,"Fighting","Ignition Entertainment",0.05,0.04,0,0.01,0.11
"The King of Fighters 2002: Unlimited Match","PS2",2009,"Fighting","SNK Playmore",0,0,0.04,0,0.04
"The King of Fighters 2006","PS2",2006,"Fighting","Ignition Entertainment",0.01,0.01,0.05,0,0.08
"The King of Fighters Collection: The Orochi Saga","PS2, Wii1, PSP",2006,"Fighting","Ignition Entertainment",0.28,0.08,0,0.04,0.39
"The King of Fighters Collection: The Orochi Saga (JP sales)","PS2",2006,"Fighting","Ignition Entertainment",0,0,0.02,0,0.02
"The King of Fighters EX2: Howling Blood","GBA",2002,"Fighting","Marvelous Interactive",0.06,0.02,0,0,0.08
"The King of Fighters Kyo","PSX",1998,"Fighting","SNK Playmore",0,0,0.04,0,0.04
"The King of Fighters NeoWave","XB",2006,"Fighting","SNK Playmore",0.02,0,0,0,0.02
"The King of Fighters Portable '94~'98: Chapter of Orochi","PSP",2010,"Fighting","SNK Playmore",0,0,0.03,0,0.03
"The King of Fighters XI","PS2",2006,"Fighting","Ignition Entertainment",0.07,0.06,0.04,0.02,0.19
"The King of Fighters XII","PS3, X360",2009,"Fighting","Ignition Entertainment",0.2,0.01,0.04,0.02,0.27
"The King of Fighters XIII","X360, PS3",2011,"Fighting","Rising Star Games",0.4,0.14,0.05,0.06,0.64
"The King of Fighters XIV","PS4",2016,"Fighting","Deep Silver",0.04,0.01,0.03,0.01,0.09
"The King of Fighters: Dream Match 1999","DC",1999,"Fighting","SNK",0,0,0.1,0,0.1
"The King of Fighters: Evolution","DC",2000,"Fighting","SNK",0,0,0.07,0,0.07
"The King of Route 66","PS2",2003,"Racing","Sega",0.03,0.02,0,0.01,0.06
"The Kore Gang","Wii1",2010,"Platform","Flashpoint Games",0.04,0,0,0,0.04
"The LEGO Movie Videogame","X360, PS3, 3DS, PS4, WiiU, XOne, PSV, PC",2014,"Action","Warner Bros. Interactive Entertainment",2.3,2.2800000000000002,0.11,0.65,5.329999999999999
"The Land Before Time: Big Water Adventure","PSX",2002,"Platform","TDK Mediactive",0.12,0.08,0,0.01,0.21
"The Land Before Time: Great Valley Racing Adventure","PSX",2001,"Racing","TDK Mediactive",0.05,0.04,0,0.01,0.1
"The Land Before Time: Into the Mysterious Beyond","GBA",2006,"Platform","Game Factory",0.01,0,0,0,0.01
"The Last Airbender","Wii1, NDS",2010,"Action","THQ",0.25,0.11000000000000001,0,0.03,0.39
"The Last Guy","PS3",2009,"Action","Sony Computer Entertainment",0,0,0.03,0,0.03
"The Last Remnant","X360, PC",2008,"Role-Playing","Square Enix",0.25,0.21000000000000002,0.18,0.06,0.7
"The Last Story","Wii1",2011,"Role-Playing","Nintendo",0.32,0.13,0.18,0.04,0.68
"The Last of Us","PS3, PS4",2013,"Action","Sony Computer Entertainment Europe",4.19,4.15,0.35000000000000003,1.83,10.54
"The Legend of Alon D'ar","PS2",2001,"Role-Playing","Ubisoft",0.04,0.03,0,0.01,0.08
"The Legend of Dragoon","PSX",1999,"Role-Playing","Sony Computer Entertainment",0.94,0.44,0.39,0.1,1.86
"The Legend of Heroes II: Prophecy of the Moonlight Witch","PSP",2004,"Role-Playing","Namco Bandai Games",0.03,0,0.11,0,0.14
"The Legend of Heroes III: Song of the Ocean","PSP",2006,"Role-Playing","Namco Bandai Games",0.03,0,0,0,0.03
"The Legend of Heroes VII: The Trail of Blue","PSP, PSV",2011,"Role-Playing","Falcom Corporation",0,0,0.26,0,0.26
"The Legend of Heroes VII: The Trail of Zero","PSP, PSV",2010,"Role-Playing","Falcom Corporation",0,0,0.23,0,0.23
"The Legend of Heroes: A Tear of Vermillion","PSP",2005,"Role-Playing","Namco Bandai Games",0.08,0,0,0.01,0.09
"The Legend of Heroes: Trails in the Sky First Chapter","PSP, PSV, PS3",2006,"Role-Playing","Ghostlight",0.1,0.03,0.17,0.03,0.32
"The Legend of Heroes: Trails in the Sky SC Evolution","PSV",2015,"Role-Playing","Kadokawa Games",0,0,0.03,0,0.03
"The Legend of Heroes: Trails in the Sky Second Chapter","PSP, PS3",2007,"Role-Playing","Falcom Corporation",0,0,0.08,0,0.08
"The Legend of Heroes: Trails in the Sky Third Chapter","PSP, PSV, PS3",2008,"Role-Playing","Falcom Corporation",0,0,0.1,0,0.1
"The Legend of Heroes: Trails of Cold Steel","PSV, PS3",2013,"Role-Playing","Nippon Ichi Software",0.13,0.09,0.26,0.06,0.53
"The Legend of Heroes: Trails of Cold Steel II","PSV, PS3",2014,"Role-Playing","Nippon Ichi Software",0.03,0,0.24,0.01,0.27
"The Legend of Kage 2","NDS",2008,"Action","Square Enix",0.07,0,0,0,0.08
"The Legend of Korra (3DS)","3DS",2014,"Strategy","Activision",0.02,0,0,0,0.03
"The Legend of Legacy","3DS",2015,"Role-Playing","FuRyu",0.11,0.02,0.1,0.01,0.25
"The Legend of Spyro: A New Beginning","NDS, GC",2006,"Platform","Vivendi Games",0.49,0.05,0,0.04,0.5700000000000001
"The Legend of Spyro: Dawn of the Dragon","Wii1, NDS, PS3, PS2, X360",2008,"Platform","Vivendi Games",1.08,0.66,0,0.48,2.2199999999999998
"The Legend of Spyro: The Eternal Night","PS2, NDS, Wii1",2007,"Platform","Vivendi Games",0.71,0.21,0,0.1,1.01
"The Legend of Zelda","Famicom",1986,"Action","Nintendo",3.74,0.93,1.69,0.14,6.51
"The Legend of Zelda: A Link Between Worlds","3DS",2013,"Action","Nintendo",1.4,0.99,0.46,0.22,3.07
"The Legend of Zelda: A Link to the Past","SNES, GBA",1991,"Action","Nintendo",4.17,1.4300000000000002,1.48,0.23,7.3100000000000005
"The Legend of Zelda: Four Swords Adventures","GC",2004,"Action","Nintendo",0.63,0.16,0,0.02,0.81
"The Legend of Zelda: Link's Awakening","GBoy",1992,"Action","Nintendo",2.21,0.96,0.54,0.13,3.83
"The Legend of Zelda: Link's Awakening DX","GBoy",1998,"Adventure","Nintendo",1,0.63,0.45,0.13,2.22
"The Legend of Zelda: Majora's Mask","N64",2000,"Action","Nintendo",1.9,0.67,0.73,0.06,3.36
"The Legend of Zelda: Majora's Mask 3D","3DS",2015,"Action","Nintendo",1.14,0.54,0.47,0.17,2.32
"The Legend of Zelda: Ocarina of Time","N64, 3DS",1998,"Action","Nintendo",6.129999999999999,3.16,2.07,0.45999999999999996,11.809999999999999
"The Legend of Zelda: Oracle of Ages","GBoy",2001,"Action","Nintendo",0.92,0.53,0.41,0.06,1.92
"The Legend of Zelda: Oracle of Seasons","GBoy",2001,"Adventure","Nintendo",0.87,0.52,0.41,0.06,1.86
"The Legend of Zelda: Phantom Hourglass","NDS",2007,"Action","Nintendo",1.9,1.83,0.95,0.49,5.17
"The Legend of Zelda: Skyward Sword","Wii1",2011,"Action","Nintendo",2.14,1.2,0.37,0.4,4.1
"The Legend of Zelda: Spirit Tracks","NDS",2009,"Action","Nintendo",1.43,0.94,0.74,0.27,3.38
"The Legend of Zelda: The Minish Cap","GBA",2004,"Action","Nintendo",0.89,0.22,0.22,0.1,1.42
"The Legend of Zelda: The Wind Waker","GC, WiiU",2002,"Action","Nintendo",3.5300000000000002,1.56,1.03,0.26,6.369999999999999
"The Legend of Zelda: Tri Force Heroes","3DS",2015,"Action","Nintendo",0.52,0.33,0.17,0.08,1.1
"The Legend of Zelda: Twilight Princess","Wii1, GC",2006,"Action","Nintendo",4.98,2.55,0.64,0.74,8.9
"The Legend of Zelda: Twilight Princess HD","WiiU",2016,"Action","Nintendo",0.48,0.3,0.08,0.08,0.94
"The Legend of the Mystical Ninja","SNES",1991,"Adventure","Konami Digital Entertainment",0,0,0.48,0,0.48
"The Legendary Starfy","NDS",2008,"Platform","Nintendo",0.61,0,0.2,0.05,0.86
"The Longest Journey","PC",1999,"Adventure","Empire Interactive",0,0.01,0,0,0.02
"The Lord of the Rings Online: Mines of Moria","PC",2008,"Role-Playing","Codemasters Online",0,0.02,0,0,0.02
"The Lord of the Rings: Aragorn's Quest","Wii1, PS3, NDS, PSP, PS2",2010,"Action","Warner Bros. Interactive Entertainment",0.47,0.15,0,0.08,0.71
"The Lord of the Rings: Conquest","PS3, X360, NDS, PC",2009,"Action","Electronic Arts",0.84,0.5,0,0.19,1.54
"The Lord of the Rings: The Battle for Middle-Earth","PC",2004,"Strategy","Electronic Arts",0.01,0.06,0,0.01,0.08
"The Lord of the Rings: The Battle for Middle-Earth II","X360, PC",2006,"Strategy","Electronic Arts",0.01,0.060000000000000005,0,0.01,0.08
"The Lord of the Rings: The Fellowship of the Ring","PS2, XB",2002,"Action","Black Label Games",0.8999999999999999,0.65,0,0.18,1.73
"The Lord of the Rings: The Return of the King","PS2, XB, GC, GBA",2003,"Action","Electronic Arts",3.14,1.9500000000000002,0.05,0.54,5.67
"The Lord of the Rings: The Third Age","PS2, GC, GBA",2004,"Role-Playing","Electronic Arts",0.87,0.14,0,0.09,1.0899999999999999
"The Lord of the Rings: The Two Towers","PS2, GBA, XB, GC",2002,"Action","Electronic Arts",3.33,2.4999999999999996,0.08,0.75,6.65
"The Lord of the Rings: War in the North","PC",2011,"Action","Warner Bros. Interactive Entertainment",0.04,0.11,0,0.03,0.18
"The Lost Chronicles of Zerzura","PC",2012,"Adventure","DTP Entertainment",0,0.05,0,0.01,0.06
"The Lost Vikings","GBA",2003,"Puzzle","Activision",0.04,0.01,0,0,0.05
"The Lost World: Jurassic Park","PSX",1997,"Action","Electronic Arts",0.57,0.39,0,0.07,1.02
"The Magic School Bus: Oceans","NDS",2011,"Adventure","Scholastic Inc.",0.21,0,0,0.01,0.23
"The Magical Quest starring Mickey Mouse","SNES",1992,"Platform","Capcom",0.66,0.17,0.35,0.03,1.21
"The Mark of Kri","PS2",2002,"Action","Sony Computer Entertainment",0.22,0.18,0,0.06,0.46
"The Matrix: Path of Neo","PS2, XB",2005,"Action","Atari",0.64,0.08,0,0.08,0.8
"The Misadventures of Tron Bonne","PSX",1999,"Adventure","Eidos Interactive",0.03,0.02,0,0,0.05
"The Monkey King: The Legend Begins","Wii1",2007,"Shooter","Starfish",0.04,0,0,0,0.04
"The Movies","PC",2005,"Simulation","Activision",0.01,0.03,0,0.01,0.04
"The Mummy","GBA",2002,"Action","Ubisoft",0.01,0,0,0,0.02
"The Mummy Returns","PS2",2001,"Action","Universal Interactive",0.25,0.19,0,0.06,0.5
"The Mummy: Tomb of the Dragon Emperor","PS2, Wii1, NDS",2008,"Action","Vivendi Games",0.28,0.1,0,0.05,0.42999999999999994
"The Munchables","Wii1",2009,"Action","Namco Bandai Games",0.17,0,0,0.01,0.19
"The Mysterious Case of Dr. Jekyll and Mr. Hyde","NDS",2010,"Adventure","O-Games",0.02,0.03,0,0.01,0.06
"The Mysterious Murasame Castle","Famicom",1986,"Action","Nintendo",0,0,0.57,0,0.57
